laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
826,Yoichiro Nambu,male,2008,Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States,university,1
827,Makoto Kobayashi,male,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,research_institute,1
828,Toshihide Maskawa,male,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Kyoto Sangyo University,Kyoto,Japan,university,1
828,Toshihide Maskawa,male,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,university,1
829,Osamu Shimomura,male,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Marine Biological Laboratory (MBL),"Woods Hole, MA",United States,research_institute,1
829,Osamu Shimomura,male,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Boston University Medical School,"Massachusetts, MA",United States,university,1
830,Martin Chalfie,male,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Columbia University,"New York, NY",United States,university,1
831,Roger Y. Tsien,male,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",University of California,"San Diego, CA",United States,university,1
831,Roger Y. Tsien,male,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Howard Hughes Medical Institute,,United States,research_institute,1
832,Jean-Marie Gustave Le Clézio,male,2008,Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",,,,unknown,1
833,Martti Ahtisaari,male,2008,Peace,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",,,,unknown,1
834,Paul Krugman,male,2008,Economic Sciences,for his analysis of trade patterns and location of economic activity,Princeton University,"Princeton, NJ",United States,university,1
835,Elizabeth H. Blackburn,female,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,University of California,"San Francisco, CA",United States,university,1
836,Carol W. Greider,female,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Johns Hopkins University School of Medicine,"Baltimore, MD",United States,university,1
837,Jack W. Szostak,male,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Harvard Medical School,"Boston, MA",United States,other,1
837,Jack W. Szostak,male,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Massachusetts General Hospital,"Boston, MA",United States,research_institute,1
837,Jack W. Szostak,male,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Howard Hughes Medical Institute,,United States,research_institute,1
838,Charles Kuen Kao,male,2009,Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,Standard Telecommunication Laboratories,Harlow,United Kingdom,research_institute,1
838,Charles Kuen Kao,male,2009,Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,Chinese University of Hong Kong,Hong Kong,China,university,1
839,Willard S. Boyle,male,2009,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories,"Murray Hill, NJ",United States,research_institute,1
840,George E. Smith,male,2009,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories,"Murray Hill, NJ",United States,research_institute,1
841,Venkatraman Ramakrishnan,male,2009,Chemistry,for studies of the structure and function of the ribosome,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
842,Thomas A. Steitz,male,2009,Chemistry,for studies of the structure and function of the ribosome,Yale University,"New Haven, CT",United States,university,1
842,Thomas A. Steitz,male,2009,Chemistry,for studies of the structure and function of the ribosome,Howard Hughes Medical Institute,,United States,research_institute,1
843,Ada E. Yonath,female,2009,Chemistry,for studies of the structure and function of the ribosome,Weizmann Institute of Science,Rehovot,Israel,research_institute,1
844,Herta Müller,female,2009,Literature,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",,,,unknown,1
845,Barack Hussein Obama,male,2009,Peace,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,,,,unknown,1
846,Elinor Ostrom,female,2009,Economic Sciences,"for her analysis of economic governance, especially the commons",Indiana University,"Bloomington, IN",United States,university,1
846,Elinor Ostrom,female,2009,Economic Sciences,"for her analysis of economic governance, especially the commons",Arizona State University,"Tempe, AZ",United States,university,1
847,Oliver E. Williamson,male,2009,Economic Sciences,"for his analysis of economic governance, especially the boundaries of the firm",University of California,"Berkeley, CA",United States,university,1
848,Robert G. Edwards,male,2010,Physiology or Medicine,for the development of in vitro fertilization,University of Cambridge,Cambridge,United Kingdom,university,1
849,Andre Geim,male,2010,Physics,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester,Manchester,United Kingdom,university,1
850,Konstantin Novoselov,male,2010,Physics,for groundbreaking experiments regarding the two-dimensional material graphene,University of Manchester,Manchester,United Kingdom,university,1
851,Richard F. Heck,male,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,University of Delaware,,United States,university,1
852,Ei-ichi Negishi,male,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,Purdue University,"West Lafayette, IN",United States,university,1
853,Akira Suzuki,male,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,Hokkaido University,Sapporo,Japan,university,1
854,Mario Vargas Llosa,male,2010,Literature,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",,,,unknown,1
855,Liu Xiaobo,male,2010,Peace,for his long and non-violent struggle for fundamental human rights in China,,,,unknown,1
856,Peter A. Diamond,male,2010,Economic Sciences,for their analysis of markets with search frictions,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
857,Dale T. Mortensen,male,2010,Economic Sciences,for their analysis of markets with search frictions,Northwestern University,"Evanston, IL",United States,university,1
857,Dale T. Mortensen,male,2010,Economic Sciences,for their analysis of markets with search frictions,Aarhus University,Aarhus,Denmark,university,1
858,Christopher A. Pissarides,male,2010,Economic Sciences,for their analysis of markets with search frictions,London School of Economics and Political Science,London,United Kingdom,university,1
861,Bruce A. Beutler,male,2011,Physiology or Medicine,for their discoveries concerning the activation of innate immunity,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States,university,1
861,Bruce A. Beutler,male,2011,Physiology or Medicine,for their discoveries concerning the activation of innate immunity,The Scripps Research Institute,"La Jolla, CA",United States,research_institute,1
862,Jules A. Hoffmann,male,2011,Physiology or Medicine,for their discoveries concerning the activation of innate immunity,University of Strasbourg,Strasbourg,France,university,1
863,Ralph M. Steinman,male,2011,Physiology or Medicine,for his discovery of the dendritic cell and its role in adaptive immunity,Rockefeller University,"New York, NY",United States,university,1
864,Saul Perlmutter,male,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Lawrence Berkeley National Laboratory,"Berkeley, CA",United States,research_institute,1
864,Saul Perlmutter,male,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,University of California,"Berkeley, CA",United States,university,1
865,Brian P. Schmidt,male,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Australian National University,Weston Creek,Australia,university,1
866,Adam G. Riess,male,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Johns Hopkins University,"Baltimore, MD",United States,university,1
866,Adam G. Riess,male,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,Space Telescope Science Institute,"Baltimore, MD",United States,research_institute,1
867,Dan Shechtman,male,2011,Chemistry,for the discovery of quasicrystals,Technion - Israel Institute of Technology,Haifa,Israel,university,1
868,Tomas Tranströmer,male,2011,Literature,"because, through his condensed, translucent images, he gives us fresh access to reality",,,,unknown,1
869,Ellen Johnson Sirleaf,female,2011,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,,,,unknown,1
870,Leymah Gbowee,female,2011,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,,,,unknown,1
871,Tawakkol Karman,female,2011,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,,,,unknown,1
872,Thomas J. Sargent,male,2011,Economic Sciences,for their empirical research on cause and effect in the macroeconomy,New York University,"New York, NY",United States,university,1
873,Christopher A. Sims,male,2011,Economic Sciences,for their empirical research on cause and effect in the macroeconomy,Princeton University,"Princeton, NJ",United States,university,1
874,Sir John B. Gurdon,male,2012,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,Gurdon Institute,Cambridge,United Kingdom,research_institute,1
875,Shinya Yamanaka,male,2012,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,Kyoto University,Kyoto,Japan,university,1
875,Shinya Yamanaka,male,2012,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,Gladstone Institutes,"San Francisco, CA",United States,other,1
876,Serge Haroche,male,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,Collège de France,Paris,France,other,1
876,Serge Haroche,male,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,École Normale Supérieure,Paris,France,other,1
877,David J. Wineland,male,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,National Institute of Standards and Technology,"Boulder, CO",United States,research_institute,1
877,David J. Wineland,male,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,University of Colorado,"Boulder, CO",United States,university,1
878,Robert J. Lefkowitz,male,2012,Chemistry,for studies of G-protein-coupled receptors,Howard Hughes Medical Institute,,United States,research_institute,1
878,Robert J. Lefkowitz,male,2012,Chemistry,for studies of G-protein-coupled receptors,Duke University Medical Center,"Durham, NC",United States,university,1
879,Brian K. Kobilka,male,2012,Chemistry,for studies of G-protein-coupled receptors,Stanford University School of Medicine,"Stanford, CA",United States,university,1
880,Mo Yan,male,2012,Literature,"who with hallucinatory realism merges folk tales, history and the contemporary",,,,unknown,1
881,,,2012,Peace,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",,,,unknown,1
882,Alvin E. Roth,male,2012,Economic Sciences,for the theory of stable allocations and the practice of market design,Harvard University,"Cambridge, MA",United States,university,1
882,Alvin E. Roth,male,2012,Economic Sciences,for the theory of stable allocations and the practice of market design,Harvard Business School,"Boston, MA",United States,other,1
883,Lloyd S. Shapley,male,2012,Economic Sciences,for the theory of stable allocations and the practice of market design,University of California,"Los Angeles, CA",United States,university,1
884,James E. Rothman,male,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Yale University,"New Haven, CT",United States,university,1
885,Randy W. Schekman,male,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",University of California,"Berkeley, CA",United States,university,1
885,Randy W. Schekman,male,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Howard Hughes Medical Institute,,United States,research_institute,1
886,Thomas C. Südhof,male,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Stanford University,"Stanford, CA",United States,university,1
886,Thomas C. Südhof,male,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Howard Hughes Medical Institute,,United States,research_institute,1
887,François Englert,male,2013,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",Université Libre de Bruxelles,Brussels,Belgium,university,1
888,Peter W. Higgs,male,2013,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",University of Edinburgh,Edinburgh,United Kingdom,university,1
889,Martin Karplus,male,2013,Chemistry,for the development of multiscale models for complex chemical systems,Université de Strasbourg,Strasbourg,France,university,1
889,Martin Karplus,male,2013,Chemistry,for the development of multiscale models for complex chemical systems,Harvard University,"Cambridge, MA",United States,university,1
890,Michael Levitt,male,2013,Chemistry,for the development of multiscale models for complex chemical systems,Stanford University School of Medicine,"Stanford, CA",United States,university,1
891,Arieh Warshel,male,2013,Chemistry,for the development of multiscale models for complex chemical systems,University of Southern California,"Los Angeles, CA",United States,university,1
892,Alice Munro,female,2013,Literature,master of the contemporary short story,,,,unknown,1
893,,,2013,Peace,for its extensive efforts to eliminate chemical weapons,,,,unknown,1
894,Eugene F. Fama,male,2013,Economic Sciences,for their empirical analysis of asset prices,University of Chicago,"Chicago, IL",United States,university,1
895,Lars Peter Hansen,male,2013,Economic Sciences,for their empirical analysis of asset prices,University of Chicago,"Chicago, IL",United States,university,1
896,Robert J. Shiller,male,2013,Economic Sciences,for their empirical analysis of asset prices,Yale University,"New Haven, CT",United States,university,1
903,John O'Keefe,male,2014,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,University College,London,United Kingdom,university,1
904,May-Britt Moser,female,2014,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,university,1
905,Edvard I. Moser,male,2014,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,university,1
906,Isamu Akasaki,male,2014,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Meijo University,Nagoya,Japan,university,1
906,Isamu Akasaki,male,2014,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Nagoya University,Nagoya,Japan,university,1
907,Hiroshi Amano,male,2014,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,Nagoya University,Nagoya,Japan,university,1
908,Shuji Nakamura,male,2014,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,University of California,"Santa Barbara, CA",United States,university,1
909,Eric Betzig,male,2014,Chemistry,for the development of super-resolved fluorescence microscopy,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",United States,research_institute,1
910,Stefan W. Hell,male,2014,Chemistry,for the development of super-resolved fluorescence microscopy,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,research_institute,1
910,Stefan W. Hell,male,2014,Chemistry,for the development of super-resolved fluorescence microscopy,German Cancer Research Center,Heidelberg,Germany,research_institute,1
911,William E. Moerner,male,2014,Chemistry,for the development of super-resolved fluorescence microscopy,Stanford University,"Stanford, CA",United States,university,1
912,Patrick Modiano,male,2014,Literature,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",,,,unknown,1
913,Kailash Satyarthi,male,2014,Peace,for their struggle against the suppression of children and young people and for the right of all children to education,,,,unknown,1
914,Malala Yousafzai,female,2014,Peace,for their struggle against the suppression of children and young people and for the right of all children to education,,,,unknown,1
915,Jean Tirole,male,2014,Economic Sciences,for his analysis of market power and regulation,Toulouse School of Economics (TSE),Toulouse,France,university,1
916,William C. Campbell,male,2015,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,Drew University,"Madison, NJ",United States,university,1
917,Satoshi Ōmura,male,2015,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,Kitasato University,Tokyo,Japan,university,1
918,Tu Youyou,female,2015,Physiology or Medicine,for her discoveries concerning a novel therapy against Malaria,China Academy of Traditional Chinese Medicine,Beijing,China,university,1
919,Takaaki Kajita,male,2015,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",University of Tokyo,Kashiwa,Japan,university,1
920,Arthur B. McDonald,male,2015,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",Queen's University,Kingston,Canada,university,1
921,Tomas Lindahl,male,2015,Chemistry,for mechanistic studies of DNA repair,Francis Crick Institute,Hertfordshire,United Kingdom,research_institute,1
921,Tomas Lindahl,male,2015,Chemistry,for mechanistic studies of DNA repair,Clare Hall Laboratory,Hertfordshire,United Kingdom,research_institute,1
922,Paul Modrich,male,2015,Chemistry,for mechanistic studies of DNA repair,Howard Hughes Medical Institute,"Durham, NC",United States,research_institute,1
922,Paul Modrich,male,2015,Chemistry,for mechanistic studies of DNA repair,Duke University School of Medicine,"Durham, NC",United States,university,1
923,Aziz Sancar,male,2015,Chemistry,for mechanistic studies of DNA repair,University of North Carolina,"Chapel Hill, NC",United States,university,1
924,Svetlana Alexievich,female,2015,Literature,"for her polyphonic writings, a monument to suffering and courage in our time",,,,unknown,1
925,,,2015,Peace,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,,,,unknown,1
926,Angus Deaton,male,2015,Economic Sciences,"for his analysis of consumption, poverty, and welfare",Princeton University,"Princeton, NJ",United States,university,1
927,Yoshinori Ohsumi,male,2016,Physiology or Medicine,for his discoveries of mechanisms for autophagy,Tokyo Institute of Technology,Tokyo,Japan,university,1
928,David J. Thouless,male,2016,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,University of Washington,"Seattle, WA",United States,university,1
929,F. Duncan M. Haldane,male,2016,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,Princeton University,"Princeton, NJ",United States,university,1
930,J. Michael Kosterlitz,male,2016,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,Brown University,"Providence, RI",United States,university,1
931,Jean-Pierre Sauvage,male,2016,Chemistry,for the design and synthesis of molecular machines,University of Strasbourg,Strasbourg,France,university,1
932,Sir J. Fraser Stoddart,male,2016,Chemistry,for the design and synthesis of molecular machines,Northwestern University,"Evanston, IL",United States,university,1
933,Bernard L. Feringa,male,2016,Chemistry,for the design and synthesis of molecular machines,University of Groningen,Groningen,Netherlands,university,1
934,Juan Manuel Santos,male,2016,Peace,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,,,,unknown,1
935,Oliver Hart,male,2016,Economic Sciences,for their contributions to contract theory,Harvard University,"Cambridge, MA",United States,university,1
936,Bengt Holmström,male,2016,Economic Sciences,for their contributions to contract theory,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
937,Bob Dylan,male,2016,Literature,for having created new poetic expressions within the great American song tradition,,,,unknown,1
938,Jeffrey C. Hall,male,2017,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm,University of Maine,"Maine, ME",United States,university,1
939,Michael Rosbash,male,2017,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm,Brandeis University,"Waltham, MA",United States,university,1
939,Michael Rosbash,male,2017,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm,Howard Hughes Medical Institute,,United States,research_institute,1
940,Michael W. Young,male,2017,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm,Rockefeller University,"New York, NY",United States,university,1
941,Rainer Weiss,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration,,,other,1
941,Rainer Weiss,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
942,Barry C. Barish,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration,,,other,1
942,Barry C. Barish,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
943,Kip S. Thorne,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,LIGO/VIRGO Collaboration,,,other,1
943,Kip S. Thorne,male,2017,Physics,for decisive contributions to the LIGO detector and the observation of gravitational waves,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
944,Jacques Dubochet,male,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,University of Lausanne,Lausanne,Switzerland,university,1
945,Joachim Frank,male,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,Columbia University,"New York, NY",United States,university,1
946,Richard Henderson,male,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
947,Kazuo Ishiguro,male,2017,Literature,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",,,,unknown,1
948,,,2017,Peace,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,,,,unknown,1
949,Richard H. Thaler,male,2017,Economic Sciences,for his contributions to behavioural economics,University of Chicago,"Chicago, IL",United States,university,1
958,James P. Allison,male,2018,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",United States,research_institute,1
958,James P. Allison,male,2018,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,University of Texas MD Anderson Cancer Center,"Houston, TX",United States,university,1
959,Tasuku Honjo,male,2018,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,Kyoto University,Kyoto,Japan,university,1
960,Arthur Ashkin,male,2018,Physics,for the optical tweezers and their application to biological systems,Bell Laboratories,"Holmdel, NJ",United States,research_institute,1
961,Gérard Mourou,male,2018,Physics,"for their method of generating high-intensity, ultra-short optical pulses",École Polytechnique,Palaiseau,France,other,1
961,Gérard Mourou,male,2018,Physics,"for their method of generating high-intensity, ultra-short optical pulses",University of Michigan,"Ann Arbor, MI",United States,university,1
962,Donna Strickland,female,2018,Physics,"for their method of generating high-intensity, ultra-short optical pulses",University of Waterloo,Waterloo,Canada,university,1
963,Frances H. Arnold,female,2018,Chemistry,for the directed evolution of enzymes,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
964,George P. Smith,male,2018,Chemistry,for the phage display of peptides and antibodies,University of Missouri,Columbia,United States,university,1
965,Sir Gregory P. Winter,male,2018,Chemistry,for the phage display of peptides and antibodies,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
966,Denis Mukwege,male,2018,Peace,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,,,,unknown,1
967,Nadia Murad Basee Taha,female,2018,Peace,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,,,,unknown,1
968,William D. Nordhaus,male,2018,Economic Sciences,for integrating climate change into long-run macroeconomic analysis,Yale University,"New Haven, CT",United States,university,1
969,Paul M. Romer,male,2018,Economic Sciences,for integrating technological innovations into long-run macroeconomic analysis,NYU Stern School of Business,"New York, NY",United States,university,1
970,William G. Kaelin Jr,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Harvard Medical School,"Boston, MA",United States,other,1
970,William G. Kaelin Jr,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Howard Hughes Medical Institute,"Chevy Chase, MD",United States,research_institute,1
970,William G. Kaelin Jr,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Dana-Farber Cancer Institute,"Boston, MA",United States,research_institute,1
970,William G. Kaelin Jr,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Brigham and Women's Hospital,"Boston, MA",United States,research_institute,1
971,Sir Peter J. Ratcliffe,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,University of Oxford,Oxford,United Kingdom,university,1
971,Sir Peter J. Ratcliffe,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Francis Crick Institute,London,United Kingdom,research_institute,1
972,Gregg L. Semenza,male,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,Johns Hopkins University,"Baltimore, MD",United States,university,1
973,James Peebles,male,2019,Physics,for theoretical discoveries in physical cosmology,Princeton University,"Princeton, NJ",United States,university,1
974,Michel Mayor,male,2019,Physics,for the discovery of an exoplanet orbiting a solar-type star,University of Geneva,Geneva,Switzerland,university,1
975,Didier Queloz,male,2019,Physics,for the discovery of an exoplanet orbiting a solar-type star,University of Geneva,Geneva,Switzerland,university,1
975,Didier Queloz,male,2019,Physics,for the discovery of an exoplanet orbiting a solar-type star,University of Cambridge,Cambridge,United Kingdom,university,1
976,John B. Goodenough,male,2019,Chemistry,for the development of lithium-ion batteries,University of Texas,"Austin, TX",United States,university,1
977,M. Stanley Whittingham,male,2019,Chemistry,for the development of lithium-ion batteries,"Binghamton University, State University of New York","New York, NY",United States,university,1
978,Akira Yoshino,male,2019,Chemistry,for the development of lithium-ion batteries,Asahi Kasei Corporation,Tokyo,Japan,other,1
978,Akira Yoshino,male,2019,Chemistry,for the development of lithium-ion batteries,Meijo University,Nagoya,Japan,university,1
979,Olga Tokarczuk,female,2018,Literature,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life,,,,unknown,1
980,Peter Handke,male,2019,Literature,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,,,,unknown,1
981,Abiy Ahmed Ali,male,2019,Peace,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",,,,unknown,1
982,Abhijit Banerjee,male,2019,Economic Sciences,for their experimental approach to alleviating global poverty,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
983,Esther Duflo,female,2019,Economic Sciences,for their experimental approach to alleviating global poverty,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
984,Michael Kremer,male,2019,Economic Sciences,for their experimental approach to alleviating global poverty,Harvard University,"Cambridge, MA",United States,university,1
985,Harvey J. Alter,male,2020,Physiology or Medicine,for the discovery of Hepatitis C virus,National Institutes of Health,"Bethesda, MD",United States,government,1
986,Michael Houghton,male,2020,Physiology or Medicine,for the discovery of Hepatitis C virus,University of Alberta,Edmonton,Canada,university,1
987,Charles M. Rice,male,2020,Physiology or Medicine,for the discovery of Hepatitis C virus,Rockefeller University,"New York, NY",United States,university,1
988,Roger Penrose,male,2020,Physics,for the discovery that black hole formation is a robust prediction of the general theory of relativity,University of Oxford,Oxford,United Kingdom,university,1
989,Reinhard Genzel,male,2020,Physics,for the discovery of a supermassive compact object at the centre of our galaxy,Max Planck Institute for Extraterrestrial Physics,Garching,Germany,research_institute,1
989,Reinhard Genzel,male,2020,Physics,for the discovery of a supermassive compact object at the centre of our galaxy,University of California,"Berkeley, CA",United States,university,1
990,Andrea Ghez,female,2020,Physics,for the discovery of a supermassive compact object at the centre of our galaxy,University of California,"Los Angeles, CA",United States,university,1
991,Emmanuelle Charpentier,female,2020,Chemistry,for the development of a method for genome editing,Max Planck Unit for the Science of Pathogens,Berlin,Germany,other,1
992,Jennifer A. Doudna,female,2020,Chemistry,for the development of a method for genome editing,University of California,"Berkeley, CA",United States,university,1
993,Louise Glück,female,2020,Literature,for her unmistakable poetic voice that with austere beauty makes individual existence universal,,,,unknown,1
994,,,2020,Peace,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict",,,,unknown,1
995,Paul R. Milgrom,male,2020,Economic Sciences,for improvements to auction theory and inventions of new auction formats,Stanford University,"Stanford, CA",United States,university,1
996,Robert B. Wilson,male,2020,Economic Sciences,for improvements to auction theory and inventions of new auction formats,Stanford University,"Stanford, CA",United States,university,1
997,David Julius,male,2021,Physiology or Medicine,for their discoveries of receptors for temperature and touch,University of California,"San Francisco, CA",United States,university,1
998,Ardem Patapoutian,male,2021,Physiology or Medicine,for their discoveries of receptors for temperature and touch,Scripps Research,"La Jolla, CA",United States,research_institute,1
998,Ardem Patapoutian,male,2021,Physiology or Medicine,for their discoveries of receptors for temperature and touch,Howard Hughes Medical Institute,,United States,research_institute,1
